,features,dicationary
last_15_day_install_middle_app_dark_night_install_to_whole_ratio,-9999.0,最近15天_install_middle_app_dark_night_install数与总数比值
last_15_day_install_popular_app_dark_night_install,0.0,最近15天_install_popular_app_dark_night_install数
last_15_day_install_popular_app_dark_night_install_to_whole_ratio,-9999.0,最近15天_install_popular_app_dark_night_install数与总数比值
last_15_day_cash_install_unpopular_app_dark_night_install,0.0,最近15天_cash_install_unpopular_app_dark_night_install数
last_15_day_cash_install_unpopular_app_dark_night_install_to_whole_ratio,-9999.0,最近15天_cash_install_unpopular_app_dark_night_install数与总数比值
last_15_day_cash_install_unpopular_second_app_dark_night_install,0.0,最近15天_cash_install_unpopular_second_app_dark_night_install数
last_15_day_cash_install_unpopular_second_app_dark_night_install_to_whole_ratio,-9999.0,最近15天_cash_install_unpopular_second_app_dark_night_install数与总数比值
last_15_day_cash_install_middle_app_dark_night_install,0.0,最近15天_cash_install_middle_app_dark_night_install数
last_15_day_cash_install_middle_app_dark_night_install_to_whole_ratio,-9999.0,最近15天_cash_install_middle_app_dark_night_install数与总数比值
last_15_day_cash_install_popular_app_dark_night_install,0.0,最近15天_cash_install_popular_app_dark_night_install数
last_15_day_cash_install_popular_app_dark_night_install_to_whole_ratio,-9999.0,最近15天_cash_install_popular_app_dark_night_install数与总数比值
last_15_cate_gory_kind1_dark_night_install_cnt,0.0,最近15天第一类app dark_night_install 数
last_15_cate_gory_kind2_dark_night_install_cnt,0.0,最近15天第二类app dark_night_install 数
last_15_cate_gory_kind1_dark_night_install_ratio,-9999.0,最近15天第一类app dark_night_install 占比
last_15_cate_gory_kind2_dark_night_install_ratio,-9999.0,最近15天第二类app dark_night_install 占比
last_30_days_app_dark_night_install_cnt,0.0,最近30天_app_dark_night_install_个数
last_30_days_review_dark_night_install_max,,最近30天_热评_dark_night_install_最大数
last_30_days_review_dark_night_install_sum,0.0,最近30天_热评_dark_night_install_合计
last_30_days_review_dark_night_install_avg,,最近30天_热评_dark_night_install_均值
last_30_days_review_dark_night_install_min,,最近30天_热评_dark_night_install_最小数
last_30_days_game_dark_night_install_cnt,0.0,最近30天game_dark_night_install_个数
last_30_days_game_dark_night_install_to_whole_ratio,-9999.0,最近30天game_dark_night_install_个数与总app数比值
last_30_days_tools_dark_night_install_cnt,0.0,最近30天tools_dark_night_install_个数
last_30_days_tools_dark_night_install_to_whole_ratio,-9999.0,最近30天tools_dark_night_install_个数与总app数比值
last_30_days_video_music_dark_night_install_cnt,0.0,最近30天video_music_dark_night_install_个数
last_30_days_video_music_dark_night_install_to_whole_ratio,-9999.0,最近30天video_music_dark_night_install_个数与总app数比值
last_30_days_lifestyle_dark_night_install_cnt,0.0,最近30天lifestyle_dark_night_install_个数
last_30_days_lifestyle_dark_night_install_to_whole_ratio,-9999.0,最近30天lifestyle_dark_night_install_个数与总app数比值
last_30_days_education_dark_night_install_cnt,0.0,最近30天education_dark_night_install_个数
last_30_days_education_dark_night_install_to_whole_ratio,-9999.0,最近30天education_dark_night_install_个数与总app数比值
last_30_days_personal_dark_night_install_cnt,0.0,最近30天personal_dark_night_install_个数
last_30_days_personal_dark_night_install_to_whole_ratio,-9999.0,最近30天personal_dark_night_install_个数与总app数比值
last_30_days_ebook_dark_night_install_cnt,0.0,最近30天ebook_dark_night_install_个数
last_30_days_ebook_dark_night_install_to_whole_ratio,-9999.0,最近30天ebook_dark_night_install_个数与总app数比值
last_30_days_effication_dark_night_install_cnt,0.0,最近30天effication_dark_night_install_个数
last_30_days_effication_dark_night_install_to_whole_ratio,-9999.0,最近30天effication_dark_night_install_个数与总app数比值
last_30_days_entertainment_dark_night_install_cnt,0.0,最近30天entertainment_dark_night_install_个数
last_30_days_entertainment_dark_night_install_to_whole_ratio,-9999.0,最近30天entertainment_dark_night_install_个数与总app数比值
last_30_days_communication_dark_night_install_cnt,0.0,最近30天communication_dark_night_install_个数
last_30_days_communication_dark_night_install_to_whole_ratio,-9999.0,最近30天communication_dark_night_install_个数与总app数比值
last_30_days_finance_dark_night_install_cnt,0.0,最近30天finance_dark_night_install_个数
last_30_days_finance_dark_night_install_to_whole_ratio,-9999.0,最近30天finance_dark_night_install_个数与总app数比值
last_30_days_travel_dark_night_install_cnt,0.0,最近30天travel_dark_night_install_个数
last_30_days_travel_dark_night_install_to_whole_ratio,-9999.0,最近30天travel_dark_night_install_个数与总app数比值
last_30_days_business_dark_night_install_cnt,0.0,最近30天business_dark_night_install_个数
last_30_days_business_dark_night_install_to_whole_ratio,-9999.0,最近30天business_dark_night_install_个数与总app数比值
last_30_days_shopping_dark_night_install_cnt,0.0,最近30天shopping_dark_night_install_个数
last_30_days_shopping_dark_night_install_to_whole_ratio,-9999.0,最近30天shopping_dark_night_install_个数与总app数比值
last_30_days_gamble_dark_night_install_cnt,0.0,最近30天gamble_dark_night_install_个数
last_30_days_gamble_dark_night_install_to_whole_ratio,-9999.0,最近30天gamble_dark_night_install_个数与总app数比值
last_30_days_social_dark_night_install_cnt,0.0,最近30天social_dark_night_install_个数
last_30_days_social_dark_night_install_to_whole_ratio,-9999.0,最近30天social_dark_night_install_个数与总app数比值
last_30_days_others_dark_night_install_cnt,0.0,最近30天others_dark_night_install_个数
last_30_days_others_dark_night_install_to_whole_ratio,-9999.0,最近30天others_dark_night_install_个数与总app数比值
last_30_days_dark_night_install_category_unique,0.0,最近30dark_night_install不同种类数
last_30_days_dark_night_install_category_unique_to_whole_ratio,0.0,最近30dark_night_install不同种类数与全种类比值
last_30_day_cash_app_cnt_dark_night_install,0.0,最近30天现金贷appdark_night_install数
last_30_day_gp_cash_app_cnt_dark_night_install,0.0,最近30天现金贷google play 上的dark_night_install数
last_30_day_un_gp_cash_app_cnt_dark_night_install,0.0,最近30天现金贷非google play 上的dark_night_install数
last_30_day_review_unpopular_app_dark_night_install,0.0,最近30天_review_unpopular_app_dark_night_install数
last_30_day_review_unpopular_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_review_unpopular_app_dark_night_install数与总数比值
last_30_day_review_unpopular_second_app_dark_night_install,0.0,最近30天_review_unpopular_second_app_dark_night_install数
last_30_day_review_unpopular_second_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_review_unpopular_second_app_dark_night_install数与总数比值
last_30_day_review_middle_app_dark_night_install,0.0,最近30天_review_middle_app_dark_night_install数
last_30_day_review_middle_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_review_middle_app_dark_night_install数与总数比值
last_30_day_review_popular_app_dark_night_install,0.0,最近30天_review_popular_app_dark_night_install数
last_30_day_review_popular_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_review_popular_app_dark_night_install数与总数比值
last_30_day_install_unpopular_app_dark_night_install,0.0,最近30天_install_unpopular_app_dark_night_install数
last_30_day_install_unpopular_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_install_unpopular_app_dark_night_install数与总数比值
last_30_day_install_unpopular_second_app_dark_night_install,0.0,最近30天_install_unpopular_second_app_dark_night_install数
last_30_day_install_unpopular_second_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_install_unpopular_second_app_dark_night_install数与总数比值
last_30_day_install_middle_app_dark_night_install,0.0,最近30天_install_middle_app_dark_night_install数
last_30_day_install_middle_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_install_middle_app_dark_night_install数与总数比值
last_30_day_install_popular_app_dark_night_install,0.0,最近30天_install_popular_app_dark_night_install数
last_30_day_install_popular_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_install_popular_app_dark_night_install数与总数比值
last_30_day_cash_install_unpopular_app_dark_night_install,0.0,最近30天_cash_install_unpopular_app_dark_night_install数
last_30_day_cash_install_unpopular_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_cash_install_unpopular_app_dark_night_install数与总数比值
last_30_day_cash_install_unpopular_second_app_dark_night_install,0.0,最近30天_cash_install_unpopular_second_app_dark_night_install数
last_30_day_cash_install_unpopular_second_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_cash_install_unpopular_second_app_dark_night_install数与总数比值
last_30_day_cash_install_middle_app_dark_night_install,0.0,最近30天_cash_install_middle_app_dark_night_install数
last_30_day_cash_install_middle_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_cash_install_middle_app_dark_night_install数与总数比值
last_30_day_cash_install_popular_app_dark_night_install,0.0,最近30天_cash_install_popular_app_dark_night_install数
last_30_day_cash_install_popular_app_dark_night_install_to_whole_ratio,-9999.0,最近30天_cash_install_popular_app_dark_night_install数与总数比值
last_30_cate_gory_kind1_dark_night_install_cnt,0.0,最近30天第一类app dark_night_install 数
last_30_cate_gory_kind2_dark_night_install_cnt,0.0,最近30天第二类app dark_night_install 数
last_30_cate_gory_kind1_dark_night_install_ratio,-9999.0,最近30天第一类app dark_night_install 占比
last_30_cate_gory_kind2_dark_night_install_ratio,-9999.0,最近30天第二类app dark_night_install 占比
last_total_days_app_dark_night_install_cnt,10.0,最近total天_app_dark_night_install_个数
last_total_days_review_dark_night_install_max,285088.0,最近total天_热评_dark_night_install_最大数
last_total_days_review_dark_night_install_sum,678243.0,最近total天_热评_dark_night_install_合计
last_total_days_review_dark_night_install_avg,67824.3,最近total天_热评_dark_night_install_均值
last_total_days_review_dark_night_install_min,128.0,最近total天_热评_dark_night_install_最小数
last_total_days_game_dark_night_install_cnt,0.0,最近total天game_dark_night_install_个数
last_total_days_game_dark_night_install_to_whole_ratio,0.0,最近total天game_dark_night_install_个数与总app数比值
last_total_days_tools_dark_night_install_cnt,0.0,最近total天tools_dark_night_install_个数
last_total_days_tools_dark_night_install_to_whole_ratio,0.0,最近total天tools_dark_night_install_个数与总app数比值
last_total_days_video_music_dark_night_install_cnt,0.0,最近total天video_music_dark_night_install_个数
last_total_days_video_music_dark_night_install_to_whole_ratio,0.0,最近total天video_music_dark_night_install_个数与总app数比值
last_total_days_lifestyle_dark_night_install_cnt,0.0,最近total天lifestyle_dark_night_install_个数
last_total_days_lifestyle_dark_night_install_to_whole_ratio,0.0,最近total天lifestyle_dark_night_install_个数与总app数比值
last_total_days_education_dark_night_install_cnt,0.0,最近total天education_dark_night_install_个数
last_total_days_education_dark_night_install_to_whole_ratio,0.0,最近total天education_dark_night_install_个数与总app数比值
last_total_days_personal_dark_night_install_cnt,0.0,最近total天personal_dark_night_install_个数
last_total_days_personal_dark_night_install_to_whole_ratio,0.0,最近total天personal_dark_night_install_个数与总app数比值
last_total_days_ebook_dark_night_install_cnt,0.0,最近total天ebook_dark_night_install_个数
last_total_days_ebook_dark_night_install_to_whole_ratio,0.0,最近total天ebook_dark_night_install_个数与总app数比值
last_total_days_effication_dark_night_install_cnt,0.0,最近total天effication_dark_night_install_个数
